user.id,image,emotion
dwdii,Raag_Singhal_0001.jpg,surprise
302,Bill_Clinton_0026.jpg,happiness
dwdii,Shoshana_Johnson_0001.jpg,happiness
dwdii,Shannyn_Sossamon_0001.jpg,happiness
dwdii,Paul_Gannon_0001.jpg,happiness
dwdii,Jean_Charest_0008.jpg,happiness
dwdii,Josh_Childress_0001.jpg,neutral
302,Angelo_Reyes_0001.jpg,neutral
dwdii,Jim_Cantalupo_0001.jpg,happiness
dwdii,Rudolph_Giuliani_0010.jpg,neutral
dwdii,Manuel_Llorente_0001.jpg,happiness
302,Brock_Berlin_0001.jpg,happiness
302,Gary_Dellaverson_0001.jpg,neutral
dwdii,Odilia_Collazo_0001.jpg,neutral
302,Demi_Moore_0003.jpg,neutral
302,Ahmet_Necdet_Sezer_0002.jpg,neutral
302,Gerhard_Schroeder_0055.jpg,happiness
dwdii,Rena_Sofer_0001.jpg,neutral
JN721,Kim_Jin-sun_0001.jpg,neutral
302,Donald_Fehr_0003.jpg,happiness
dwdii,Nicole_Kidman_0006.jpg,neutral
JN721,Leonid_Kuchma_0003.jpg,neutral
dwdii,Scott_McClellan_0003.jpg,neutral
dwdii,Martina_McBride_0004.jpg,happiness
JN721,Kofi_Annan_0016.jpg,neutral
dwdii,Victor_Hanescu_0001.jpg,neutral
302,Donald_Rumsfeld_0102.jpg,neutral
dwdii,Salma_Hayek_0007.jpg,neutral
jhamski,HrithikRoshan_49.jpg,happiness
dwdii,Patricia_Johnson_0001.jpg,happiness
dwdii,Tomas_Enge_0001.jpg,neutral
302,Horst_Koehler_0003.jpg,neutral
302,Ariel_Sharon_0075.jpg,neutral
JN721,LeBron_James_0001.jpg,neutral
dwdii,Rudolph_Giuliani_0007.jpg,neutral
dwdii,Saddam_Hussein_0017.jpg,neutral
302,Ascencion_Barajas_0001.jpg,neutral
dwdii,John_Ashcroft_0039.jpg,neutral
dwdii,Jennifer_Garner_0003.jpg,happiness
JN721,Lee_Jun_0001.jpg,happiness
dwdii,Susie_Castillo_0002.jpg,happiness
JN721,Lance_Armstrong_0006.jpg,happiness
302,Charles_Taylor_0007.jpg,neutral
302,Emile_Lahoud_0002.jpg,happiness
dwdii,Oscar_De_La_Hoya_0006.jpg,neutral
302,David_Wells_0007.jpg,neutral
302,Jacques_Chirac_0003.jpg,surprise
dwdii,Katie_Harman_0001.jpg,happiness
dwdii,Salman_Khan_0001.jpg,neutral
302,Ari_Fleischer_0001.jpg,happiness
dwdii,Tony_Blair_0015.jpg,happiness
302,Andre_Agassi_0007.jpg,happiness
dwdii,Jorge_Batlle_0002.jpg,neutral
302,Beth_Jones_0002.jpg,sadness
302,Hugo_Chavez_0043.jpg,neutral
dwdii,Jennifer_Lopez_0019.jpg,happiness
302,Fernando_Gonzalez_0003.jpg,neutral
dwdii,Richard_Jefferson_0001.jpg,happiness
302,Gianna_Angelopoulos-Daskalaki_0002.jpg,happiness
jhamski,KatrinaKaif_70.jpg,happiness
dwdii,Wim_Duisenberg_0001.jpg,neutral
302,Allan_Wagner_0001.jpg,neutral
dwdii,Vijay_Nambiar_0001.jpg,neutral
dwdii,Pedro_Malan_0001.jpg,neutral
dwdii,Patricia_Clarkson_0002.jpg,happiness
302,Brook_Robinson_0001.jpg,happiness
dwdii,Priyanka_Chopra_0001.jpg,happiness
302,George_Robertson_0015.jpg,neutral
302,James_Parker_0002.jpg,surprise
dwdii,Yoko_Ono_0002.jpg,happiness
302,Ahmed_Ahmed_0001.jpg,happiness
dwdii,Richard_Sambrook_0001.jpg,neutral
dwdii,Rick_Dinse_0003.jpg,neutral
302,Anna_Kournikova_0001.jpg,neutral
jhamski,KatrinaKaif_30.jpg,happiness
dwdii,Rahul_Dravid_0001.jpg,neutral
dwdii,Rio_Ferdinand_0002.jpg,neutral
dwdii,Pete_Sampras_0004.jpg,happiness
302,Hans_Peter_Briegel_0001.jpg,neutral
dwdii,Jorge_Rodolfo_Canicoba_Corral_0002.jpg,neutral
dwdii,Jiang_Zemin_0014.jpg,happiness
dwdii,Mahmoud_Abbas_0025.jpg,neutral
dwdii,Richard_Myers_0016.jpg,neutral
dwdii,Linn_Thornton_0001.jpg,happiness
dwdii,Ruben_Sierra_0001.jpg,happiness
302,George_W_Bush_0047.jpg,neutral
302,Fidel_Castro_0017.jpg,neutral
dwdii,Recep_Tayyip_Erdogan_0010.jpg,happiness
dwdii,Kevin_Garnett_0001.jpg,neutral
302,Colin_Powell_0156.jpg,neutral
dwdii,Matthew_Broderick_0004.jpg,happiness
dwdii,John_Lithgow_0001.jpg,happiness
302,Alan_Ball_0002.jpg,happiness
dwdii,Jeremy_Greenstock_0013.jpg,neutral
dwdii,Tom_Coverdale_0002.jpg,neutral
dwdii,Robert_Evans_0002.jpg,happiness
302,Alanis_Morissette_0001.jpg,happiness
dwdii,Naomi_Campbell_0001.jpg,neutral
302,Donald_Rumsfeld_0057.jpg,neutral
dwdii,John_Marburger_0001.jpg,neutral
dwdii,Tracee_Ellis_Ross_0002.jpg,happiness
302,George_W_Bush_0491.jpg,neutral
dwdii,Stanislas_Wawrinka_0001.jpg,happiness
dwdii,John_Sidgmore_0001.jpg,neutral
302,Bobby_Bowden_0001.jpg,happiness
302,Daniel_Chin_0001.jpg,happiness
302,Angelo_Genova_0001.jpg,happiness
dwdii,Ken_Wharfe_0001.jpg,neutral
dwdii,Joe_Lieberman_0010.jpg,neutral
302,Hu_Jintao_0007.jpg,neutral
302,Charlotte_Rampling_0001.jpg,neutral
dwdii,Paul_ONeill_0002.jpg,neutral
302,Emmanuelle_Jagodsinski_0001.jpg,happiness
302,Ben_Broussard_0001.jpg,neutral
302,Hans_Blix_0020.jpg,happiness
302,Donald_Rumsfeld_0017.jpg,neutral
dwdii,Carlos_Vives_0002.jpg,happiness
302,Cheryl_Hines_0001.jpg,happiness
dwdii,Roger_Suarez_0001.jpg,neutral
JN721,Landon_Donovan_0001.jpg,happiness
302,Daniel_Ortega_0001.jpg,happiness
dwdii,Prince_Felipe_0001.jpg,happiness
dwdii,Winona_Ryder_0001.jpg,neutral
dwdii,John_Negroponte_0025.jpg,neutral
dwdii,Rodolfo_Abalos_0001.jpg,neutral
dwdii,Lleyton_Hewitt_0035.jpg,neutral
jhamski,SharmilaTagore_77.jpg,happiness
302,Gian_Marco_0003.jpg,neutral
dwdii,Osrat_Iosef_0001.jpg,happiness
dwdii,Peter_Max_0001.jpg,happiness
302,Carolina_Kluft_0002.jpg,happiness
dwdii,Richard_Hellfant_0001.jpg,happiness
302,George_W_Bush_0217.jpg,happiness
dwdii,Nathan_Lane_0002.jpg,happiness
dwdii,Recep_Tayyip_Erdogan_0030.jpg,neutral
dwdii,Piotr_Anderszewski_0001.jpg,happiness
302,Eriko_Tamura_0001.jpg,happiness
jhamski,Avinash_7.jpg,sadness
dwdii,Ron_Dittemore_0003.jpg,neutral
dwdii,John_Danforth_0001.jpg,happiness
302,Jan_De_Bont_0001.jpg,happiness
dwdii,Perry_Gibbs_0001.jpg,neutral
302,Dominique_de_Villepin_0001.jpg,happiness
302,Gabi_Zimmer_0001.jpg,neutral
302,Barbara_Walters_0002.jpg,happiness
302,Ahmed_Chalabi_0004.jpg,happiness
302,Colin_Powell_0217.jpg,neutral
302,Ashton_Kutcher_0002.jpg,neutral
302,Holly_Hunter_0004.jpg,happiness
302,Bill_Frist_0006.jpg,neutral
dwdii,Javier_Delgado_0001.jpg,happiness
dwdii,Jennifer_Keller_0003.jpg,neutral
dwdii,Maria_Soledad_Alvear_Valenzuela_0002.jpg,happiness
302,Frank_Hsieh_0001.jpg,happiness
dwdii,Timothy_Goebel_0001.jpg,happiness
dwdii,Junichiro_Koizumi_0053.jpg,happiness
302,James_Meeks_0001.jpg,neutral
302,Britney_Spears_0002.jpg,happiness
dwdii,Serena_Williams_0008.jpg,anger
302,Heizo_Takenaka_0001.jpg,neutral
dwdii,Toshihiko_Fukui_0002.jpg,happiness
dwdii,Sergio_Vieira_De_Mello_0006.jpg,neutral
dwdii,Oscar_Bolanos_0001.jpg,neutral
302,Dianne_Feinstein_0003.jpg,neutral
302,Brendan_Hansen_0002.jpg,happiness
302,James_Traficant_0002.jpg,neutral
302,Alvaro_Noboa_0002.jpg,anger
302,Ben_Stein_0001.jpg,neutral
dwdii,Julio_Cesar_Franco_0001.jpg,happiness
dwdii,Joe_Darrell_0001.jpg,happiness
302,Aldo_Paredes_0002.jpg,happiness
dwdii,Michael_Schumacher_0013.jpg,happiness
dwdii,Juan_Valencia_Osorio_0001.jpg,neutral
dwdii,Jerry_Hall_0001.jpg,happiness
302,Hans_Eichel_0003.jpg,neutral
dwdii,Zarai_Toledo_0002.jpg,neutral
302,Eric_Staal_0001.jpg,neutral
302,Heizo_Takenaka_0005.jpg,happiness
dwdii,Justin_Leonard_0003.jpg,neutral
dwdii,Paul_Sarbanes_0001.jpg,neutral
302,Eric_Dubin_0001.jpg,neutral
dwdii,Joseph_Salgado_0001.jpg,neutral
dwdii,Perry_Farrell_0001.jpg,happiness
dwdii,Lleyton_Hewitt_0029.jpg,happiness
302,Grant_Hackett_0003.jpg,happiness
dwdii,John_Negroponte_0027.jpg,neutral
JN721,Laszlo_Kovacs_0001.jpg,neutral
302,George_W_Bush_0132.jpg,sadness
dwdii,Marco_Irizarry_0001.jpg,neutral
JN721,Leslie_Caldwell_0002.jpg,neutral
dwdii,Zhang_Ziyi_0001.jpg,neutral
dwdii,Mariah_Carey_0007.jpg,happiness
302,Jack_Straw_0022.jpg,neutral
dwdii,Ruth_Stubbs_0001.jpg,neutral
302,Alexandra_Pelosi_0001.jpg,happiness
dwdii,Luiz_Inacio_Lula_da_Silva_0010.jpg,happiness
JN721,Kim_Dong-hwa_0001.jpg,happiness
dwdii,Oscar_de_la_Renta_0001.jpg,neutral
dwdii,Silvio_Berlusconi_0002.jpg,neutral
dwdii,Recep_Tayyip_Erdogan_0027.jpg,neutral
dwdii,Renee_Zellweger_0017.jpg,happiness
dwdii,Sophia_Loren_0002.jpg,happiness
302,Gerhard_Schroeder_0009.jpg,neutral
302,George_Brumley_III_0001.jpg,neutral
dwdii,Zavad_Zarif_0001.jpg,neutral
302,George_W_Bush_0493.jpg,happiness
JN721,Lance_Armstrong_0018.jpg,happiness
302,Costas_Simitis_0004.jpg,happiness
dwdii,Megawati_Sukarnoputri_0027.jpg,neutral
dwdii,Sabah_Al-Ahmad_Al-Jaber_Al-Sabah_0001.jpg,neutral
jhamski,Jayamadhuri_21.jpg,happiness
dwdii,Madge_Overhouse_0001.jpg,happiness
302,Halle_Berry_0014.jpg,happiness
302,Brandon_Hammond_0001.jpg,neutral
dwdii,Tom_Ridge_0008.jpg,neutral
302,George_Clooney_0003.jpg,neutral
dwdii,Jean_Chretien_0028.jpg,neutral
dwdii,Martina_Hingis_0001.jpg,happiness
dwdii,Ronnie_Musgrove_0001.jpg,neutral
JN721,Lindsay_Benko_0002.jpg,happiness
dwdii,Junichiro_Koizumi_0021.jpg,neutral
302,Fidel_Castro_0008.jpg,happiness
302,Alejandro_Atchugarry_0001.jpg,neutral
dwdii,Jeb_Bush_0008.jpg,surprise
dwdii,Nicanor_Duarte_Frutos_0003.jpg,happiness
dwdii,Stephen_Arigbabu_0001.jpg,disgust
dwdii,Rosny_Desroches_0001.jpg,neutral
302,Christopher_Matero_0001.jpg,happiness
dwdii,Takeo_Fukui_0001.jpg,neutral
dwdii,Marco_Pantani_0001.jpg,happiness
jhamski,Dileep_68.jpg,neutral
302,Donald_Rumsfeld_0078.jpg,neutral
dwdii,Yoriko_Kawaguchi_0013.jpg,happiness
dwdii,Jim_Ryan_0001.jpg,neutral
dwdii,Richard_Armitage_0003.jpg,neutral
302,Gore_Vidal_0001.jpg,neutral
JN721,Kristen_Breitweiser_0002.jpg,surprise
302,Elisabeth_Welch_0001.jpg,happiness
dwdii,Nanni_Moretti_0002.jpg,neutral
dwdii,Milton_Wynants_0001.jpg,happiness
dwdii,Nicanor_Duarte_Frutos_0011.jpg,happiness
302,Audrey_Sauret_0001.jpg,neutral
dwdii,Jawad_Boulus_0001.jpg,neutral
dwdii,Muhammad_Ali_0009.jpg,neutral
302,Flor_Montulo_0001.jpg,neutral
dwdii,Rupert_Grint_0001.jpg,neutral
302,Alexandra_Vodjanikova_0002.jpg,happiness
dwdii,Sachiko_Yamada_0004.jpg,happiness
302,Donald_Rumsfeld_0065.jpg,neutral
dwdii,Serena_Williams_0030.jpg,happiness
302,Gerhard_Schroeder_0016.jpg,happiness
302,George_W_Bush_0484.jpg,neutral
dwdii,Tony_Blair_0014.jpg,happiness
302,Hugh_Grant_0003.jpg,happiness
dwdii,Linus_Roache_0001.jpg,neutral
302,Colin_Powell_0185.jpg,happiness
dwdii,Tiger_Woods_0012.jpg,neutral
dwdii,Jeb_Bush_0009.jpg,neutral
JN721,Laurie_Pirtle_0001.jpg,neutral
dwdii,Tom_Ridge_0021.jpg,neutral
dwdii,Sean_OKeefe_0005.jpg,neutral
dwdii,Patrick_Kron_0001.jpg,neutral
dwdii,Petria_Thomas_0003.jpg,happiness
dwdii,Michael_Caine_0004.jpg,happiness
302,Al_Gore_0002.jpg,anger
dwdii,Ray_Price_0001.jpg,neutral
dwdii,Joe_Carnahan_0001.jpg,neutral
dwdii,Serena_Williams_0006.jpg,anger
dwdii,Ricky_Quick_0001.jpg,surprise
302,Gerry_Parsky_0001.jpg,fear
302,Alejandro_Toledo_0036.jpg,neutral
jhamski,Dileep_45.jpg,neutral
jhamski,Dwarakish_146.jpg,happiness
dwdii,Ronaldo_Luis_Nazario_de_Lima_0001.jpg,happiness
302,Dita_Von_Tesse_0001.jpg,happiness
dwdii,Jong_Wook_Lee_0003.jpg,happiness
dwdii,Mahmoud_Abbas_0018.jpg,neutral
JN721,Lee_Ann_Womack_0001.jpg,happiness
302,Guillermo_Coria_0008.jpg,neutral
302,Edwin_Edwards_0002.jpg,happiness
dwdii,Sam_Bith_0002.jpg,neutral
dwdii,Michael_Doleac_0001.jpg,neutral
dwdii,Nila_Ferran_0001.jpg,sadness
dwdii,Ted_Nolan_0001.jpg,neutral
dwdii,Julie_Gerberding_0006.jpg,neutral
302,Cruz_Bustamante_0002.jpg,neutral
dwdii,Prince_Rainier_III_0001.jpg,neutral
dwdii,Tony_Blair_0051.jpg,surprise
dwdii,Shane_Loux_0001.jpg,neutral
302,Eduardo_Duhalde_0007.jpg,neutral
dwdii,Paul_Pierce_0001.jpg,neutral
302,Amanda_Bynes_0003.jpg,neutral
dwdii,Lleyton_Hewitt_0023.jpg,neutral
dwdii,Martin_McCauley_0001.jpg,neutral
302,George_W_Bush_0126.jpg,happiness
dwdii,Mario_Alfaro-Lopez_0001.jpg,neutral
dwdii,Sara_Elisabeth_Ahmad_0001.jpg,happiness
dwdii,Peter_Harvey_0001.jpg,neutral
dwdii,Jorge_Enrique_Jimenez_0001.jpg,neutral
302,Bob_Riley_0001.jpg,surprise
dwdii,Tony_Blair_0049.jpg,neutral
dwdii,Steve_Mariucci_0003.jpg,happiness
dwdii,John_Ashcroft_0011.jpg,neutral
dwdii,Steven_Feldman_0001.jpg,surprise
dwdii,Recep_Tayyip_Erdogan_0024.jpg,neutral
dwdii,Paul-Henri_Mathieu_0003.jpg,happiness
dwdii,Celine_Dion_0006.jpg,happiness
dwdii,Yannos_Papantoniou_0001.jpg,happiness
dwdii,Ronald_Reagan_0002.jpg,happiness
dwdii,Shinzo_Abe_0001.jpg,neutral
302,Igor_Ivanov_0019.jpg,neutral
dwdii,Roger_Clemens_0002.jpg,happiness
302,George_Roy_Hill_0001.jpg,happiness
dwdii,Jerry_Bruckheimer_0001.jpg,happiness
dwdii,Tim_Duncan_0003.jpg,happiness
dwdii,Tim_Duncan_0001.jpg,happiness
302,Jason_Alexander_0002.jpg,happiness
dwdii,Mike_Alden_0001.jpg,neutral
dwdii,Megawati_Sukarnoputri_0018.jpg,happiness
dwdii,John_Negroponte_0031.jpg,neutral
302,Gerhard_Schroeder_0030.jpg,happiness
302,George_W_Bush_0333.jpg,neutral
302,Collis_Temple_III_0001.jpg,neutral
dwdii,Raul_Castaneda_0001.jpg,happiness
302,Ben_Howland_0001.jpg,happiness
302,James_Hoffa_0001.jpg,happiness
JN721,Kjell_Magne_Bondevik_0001.jpg,happiness
dwdii,Miguel_Cotto_0001.jpg,neutral
302,Jack_Straw_0012.jpg,neutral
dwdii,Paul_Murphy_0001.jpg,happiness
dwdii,Maureen_Kanka_0001.jpg,neutral
dwdii,Stockard_Channing_0002.jpg,neutral
dwdii,Mike_Weir_0011.jpg,neutral
302,Edward_Belvin_0001.jpg,neutral
dwdii,John_Duprey_0001.jpg,neutral
dwdii,Juanes_0002.jpg,neutral
302,Ellen_Engleman_0002.jpg,neutral
302,Donald_Rumsfeld_0059.jpg,neutral
302,Gordana_Grubin_0001.jpg,neutral
dwdii,Vladimir_Putin_0007.jpg,neutral
dwdii,Will_Smith_0001.jpg,happiness
302,George_W_Bush_0222.jpg,neutral
302,Al_Leiter_0001.jpg,happiness
302,Albrecht_Mentz_0001.jpg,neutral
dwdii,Mathias_Reichhold_0001.jpg,happiness
302,Jason_Alexander_0001.jpg,happiness
302,Chen_Shui-bian_0002.jpg,happiness
dwdii,Lleyton_Hewitt_0015.jpg,anger
dwdii,Princess_Maxima_0001.jpg,anger
dwdii,Stuart_Townsend_0001.jpg,neutral
302,Donald_Rumsfeld_0083.jpg,neutral
dwdii,Michael_Jackson_0007.jpg,neutral
302,George_W_Bush_0340.jpg,neutral
dwdii,Kifah_Ajouri_0001.jpg,neutral
302,Evgeni_Plushenko_0001.jpg,happiness
dwdii,Yoriko_Kawaguchi_0005.jpg,happiness
dwdii,Marina_Canetti_0001.jpg,neutral
dwdii,Marco_Antonio_Barrera_0003.jpg,happiness
302,Imran_Khan_0001.jpg,happiness
dwdii,Junichiro_Koizumi_0039.jpg,neutral
302,Gerhard_Schroeder_0063.jpg,neutral
302,Andy_Roddick_0013.jpg,neutral
302,Colin_Powell_0151.jpg,neutral
dwdii,Mathilda_Karel_Spak_0001.jpg,happiness
302,Colin_Farrell_0003.jpg,neutral
dwdii,Parthiv_Patel_0001.jpg,neutral
302,Jason_Jennings_0002.jpg,happiness
302,Hal_Gehman_0005.jpg,neutral
dwdii,Phillip_Fulmer_0001.jpg,neutral
dwdii,Megawati_Sukarnoputri_0002.jpg,neutral
302,Hassan_Wirajuda_0001.jpg,happiness
dwdii,Julian_Battle_0001.jpg,neutral
302,Alison_Lohman_0001.jpg,happiness
dwdii,Scott_Hamilton_0001.jpg,happiness
302,Brian_Cowen_0002.jpg,neutral
dwdii,Rio_Ferdinand_0001.jpg,happiness
302,Jackie_Chan_0005.jpg,neutral
dwdii,Pamela_Anderson_0002.jpg,happiness
dwdii,Prince_Philippe_0001.jpg,happiness
dwdii,Mian_Khursheed_Mehmood_Kasuri_0004.jpg,neutral
302,Arianna_Huffington_0001.jpg,happiness
dwdii,Patty_Sheehan_0001.jpg,happiness
JN721,Kristanna_Loken_0003.jpg,happiness
302,Eric_Taino_0001.jpg,anger
302,Igor_Ivanov_0008.jpg,happiness
jhamski,SharmilaTagore_81.jpg,happiness
dwdii,Natalie_Stewart_0001.jpg,happiness
dwdii,Juan_Carlos_0001.jpg,happiness
302,Emily_Robison_0002.jpg,happiness
302,Gray_Davis_0002.jpg,neutral
dwdii,Zinedine_Zidane_0006.jpg,neutral
dwdii,Michelle_Kwan_0002.jpg,surprise
302,Abdullah_al-Attiyah_0003.jpg,neutral
302,Charles_Moose_0009.jpg,neutral
302,Arnold_Schwarzenegger_0025.jpg,neutral
302,Arnaud_Clement_0002.jpg,neutral
302,George_W_Bush_0421.jpg,neutral
302,Alex_Corretja_0001.jpg,neutral
dwdii,Tippi_Hedren_0001.jpg,happiness
JN721,Laurie_Hobbs_0001.jpg,happiness
dwdii,Tom_Ridge_0006.jpg,neutral
302,Claire_De_Gryse_0001.jpg,neutral
302,Donald_Rumsfeld_0080.jpg,neutral
dwdii,Junichiro_Koizumi_0049.jpg,neutral
dwdii,William_Donaldson_0005.jpg,neutral
dwdii,John_Snow_0014.jpg,neutral
302,Colin_Powell_0020.jpg,neutral
dwdii,Pedro_Almodovar_0007.jpg,neutral
302,Angela_Merkel_0005.jpg,happiness
dwdii,Scott_Wolf_0002.jpg,neutral
dwdii,Sheryl_Crow_0002.jpg,happiness
302,Carla_Moreno_0001.jpg,happiness
dwdii,Sarah_Hughes_0006.jpg,surprise
302,Gerhard_Schroeder_0066.jpg,happiness
302,Andy_Graves_0001.jpg,neutral
302,Bill_Belichick_0002.jpg,neutral
dwdii,Terry_McAuliffe_0003.jpg,happiness
dwdii,Ralph_Klein_0002.jpg,neutral
dwdii,Tracy_Wyle_0001.jpg,happiness
302,Anton_Balasingham_0001.jpg,neutral
302,Gray_Davis_0010.jpg,neutral
302,Eduard_Shevardnadze_0004.jpg,neutral
dwdii,Sophia_Loren_0007.jpg,happiness
dwdii,Jong_Wook_Lee_0001.jpg,neutral
302,Jacques_Chirac_0018.jpg,happiness
jhamski,Dileep_49.jpg,neutral
dwdii,Robert_Beck_0001.jpg,neutral
dwdii,Tim_Curry_0002.jpg,happiness
302,Gregorio_Honasan_0001.jpg,neutral
jhamski,Dwarakish_90.jpg,disgust
dwdii,Reese_Witherspoon_0004.jpg,happiness
302,Ali_Fallahian_0001.jpg,neutral
dwdii,Paul_Martin_0004.jpg,neutral
302,Colin_Powell_0076.jpg,happiness
dwdii,Wayne_Allard_0001.jpg,neutral
302,George_W_Bush_0441.jpg,neutral
JN721,Linda_Sanchez_0001.jpg,neutral
dwdii,Recep_Tayyip_Erdogan_0016.jpg,neutral
dwdii,Tirunesh_Dibaba_0001.jpg,neutral
dwdii,Rubens_Barrichello_0006.jpg,happiness
dwdii,Julianna_Margulies_0001.jpg,happiness
dwdii,Clint_Lamebear_0001.jpg,neutral
302,Francis_Ford_Coppola_0001.jpg,happiness
302,Hamid_Karzai_0022.jpg,happiness
dwdii,Nicoletta_Braschi_0001.jpg,happiness
302,Donald_Anderson_0001.jpg,neutral
dwdii,Chanda_Rubin_0003.jpg,happiness
dwdii,Ricardo_Lagos_0023.jpg,neutral
302,Dick_Cheney_0007.jpg,neutral
302,Alejandro_Toledo_0014.jpg,neutral
dwdii,Yingfan_Wang_0001.jpg,neutral
302,Cathy_Freeman_0002.jpg,neutral
302,Edward_Egan_0001.jpg,neutral
dwdii,Michael_Douglas_0001.jpg,happiness
302,Heather_Mills_0004.jpg,happiness
dwdii,Nicanor_Duarte_Frutos_0004.jpg,happiness
302,Hussein_Malik_0001.jpg,neutral
302,Howard_Smith_0001.jpg,neutral
dwdii,Valentino_Rossi_0004.jpg,happiness
302,Charles_Moose_0010.jpg,happiness
302,David_Anderson_0002.jpg,happiness
dwdii,Mohammed_Al-Douri_0008.jpg,neutral
dwdii,Russell_Coutts_0002.jpg,happiness
302,Habib_Rizieq_0003.jpg,neutral
dwdii,Joe_Lieberman_0006.jpg,happiness
302,George_Robertson_0016.jpg,neutral
dwdii,Mahathir_Mohamad_0001.jpg,happiness
JN721,King_Abdullah_II_0005.jpg,neutral
dwdii,Vladimir_Putin_0036.jpg,neutral
dwdii,Yekaterina_Guseva_0001.jpg,happiness
dwdii,Vladimir_Putin_0045.jpg,neutral
302,Charles_Mathews_0001.jpg,neutral
dwdii,Sergey_Lavrov_0008.jpg,neutral
dwdii,Mike_Sweeney_0001.jpg,happiness
dwdii,Pham_Sy_Chien_0001.jpg,neutral
302,Demetrin_Veal_0001.jpg,neutral
dwdii,Ruth_Pearce_0001.jpg,neutral
302,Hans_Blix_0006.jpg,neutral
302,Enrica_Fico_0001.jpg,happiness
302,George_W_Bush_0462.jpg,neutral
dwdii,Nastia_Liukin_0001.jpg,happiness
dwdii,Neri_Marcore_0002.jpg,happiness
dwdii,John_Scarlett_0001.jpg,neutral
dwdii,Paul_Patton_0002.jpg,neutral
302,Charlotte_Church_0001.jpg,happiness
dwdii,William_Hochul_0001.jpg,neutral
dwdii,Rachel_Wadsworth_0001.jpg,happiness
JN721,Lee_Tae-sik_0002.jpg,neutral
302,David_Bell_0002.jpg,neutral
dwdii,Sila_Calderon_0002.jpg,happiness
302,Jack_Welch_0001.jpg,neutral
dwdii,John_Velazquez_0001.jpg,neutral
302,Ariel_Sharon_0065.jpg,neutral
302,George_W_Bush_0393.jpg,happiness
dwdii,Javier_Zanetti_0001.jpg,sadness
dwdii,John_Williams_0001.jpg,neutral
dwdii,Peter_Costello_0002.jpg,happiness
302,Christian_Gimenez_0001.jpg,neutral
302,Jake_Gyllenhaal_0005.jpg,neutral
302,Bud_Selig_0004.jpg,anger
dwdii,Jiang_Zemin_0012.jpg,neutral
dwdii,Theo_Epstein_0002.jpg,happiness
dwdii,Tim_Howard_0001.jpg,happiness
302,Jan-Michael_Gambill_0003.jpg,neutral
302,Itamar_Franco_0001.jpg,neutral
jhamski,SharmilaTagore_49.jpg,happiness
dwdii,Monica_Bellucci_0001.jpg,surprise
dwdii,Jennifer_Aniston_0010.jpg,happiness
dwdii,Nancy_Greenlaw_0001.jpg,neutral
302,Antony_Leung_0003.jpg,happiness
